pl_name,hostname,disc_year,disc_facility,discoverymethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_trandep,pl_trandur,pl_ratror,pl_rvamp,pl_rvamperr1,pl_rvamperr2,st_teff,st_tefferr1,st_rad,st_raderr1,st_mass,st_masserr1,st_lum,st_logg,st_met,st_rotp,sy_dist,sy_vmag,sy_kmag,sy_jmag,sy_gaiamag,sy_tmag,sy_kepmag,ra,dec,tran_flag,rv_flag
HD 2039 b,HD 2039,2002,Anglo-Australian Telescope,Radial Velocity,1120.0,2.2,0.71,,12.7,,,0.0,1999.1507,368.6828,-368.6828,0.0,Msini,0.3229,0.0177,-0.0177,210.84,,,,153.0,22.0,-22.0,5945.0,36.0,1.19,0.03,1.23,0.19,0.1939,4.38,0.3,,85.6922,9.0,7.549,7.912,8.85974,8.443,,6.0851069,-56.649988,0,1
HAT-P-8 b,HAT-P-8,2008,HATNet,Transit,3.07634,0.04496,0.0,87.8,15.6926,1.45717,-1.45717,0.0,406.8224,85.8141,-85.8141,0.0,Mass,1519.9645,,,1713.0,0.83,3.9016058,0.0921,153.1,3.9,-3.9,6200.0,80.0,1.57,0.15,1.27,0.41,0.519,4.15,0.01,,211.553,10.358,8.953,9.214,10.1489,9.7758,,343.0414932,35.4471778,1,1
K2-43 b,K2-43,2016,K2,Transit,3.471149,0.03784,0.07,89.6,4.51,0.44,-0.19,0.0,18.5,,,0.0,M-R relationship,49.0,6.9,-6.9,939.3,0.665,2.0448,0.04298,,,,3840.6,98.8,0.542,0.049,0.571,0.111,-1.21241,4.68275,,,182.536,15.748,11.577,12.422,14.8215,13.7701,14.887,169.117028,-3.9754405,1,0
Kepler-1753 b,Kepler-1753,2021,Kepler,Transit,16.00460052,0.1179,0.0,89.0,2.22678077,,,0.0,5.59,,,0.0,M-R relationship,27.41,12.98,-6.54,583.0,0.08319,3.9475,0.02558,,,,5180.0,155.0,0.769,0.111,0.86,0.057,-0.55992,4.597,0.0,,707.688,15.59,13.521,14.085,15.5134,14.9283,15.554,288.236664,46.6058744,1,0
Kepler-1176 b,Kepler-1176,2016,Kepler,Transit,24.1738579,0.1589,0.0,89.76,2.45,0.63,-0.32,0.0,6.57,,,0.0,M-R relationship,26.087,1.664,-1.546,595.0,0.05326,3.057,0.021862,,,,5844.0,264.61,1.02,0.256,1.01,0.111,-0.11691,4.42,-0.01,,864.699,15.27,13.31,13.76,15.0496,14.5186,15.056,297.919724,45.2742038,1,0
K2-126 b,K2-126,2017,K2,Transit,7.385655,0.0656,0.06,89.4,1.97,0.12,-0.12,0.0,4.54,,,0.0,M-R relationship,35.3,6.6,-5.9,601.0,0.0882,2.5872,0.0279,,,,4339.0,92.0,0.65,0.01,0.69,0.01,-0.87762,4.66,0.02,,102.953,12.759,9.712,10.508,12.4013,11.6297,12.445,203.5467021,-13.5769705,1,0
Kepler-1263 b,Kepler-1263,2016,Kepler,Transit,4.55139967,0.0499,0.0,88.98,1.14,0.28,-0.12,0.0,1.55,,,0.0,M-R relationship,144.813,5.503,-5.276,907.0,0.01887,2.491,0.013329,,,,5213.0,61.9,0.8,0.05,0.84,0.04,-0.41402,4.56,-0.03,,664.83,15.173,13.08,13.635,15.0007,14.43,15.035,286.483626,46.7526182,1,0
Kepler-1416 b,Kepler-1416,2016,Kepler,Transit,1.49514952,0.0257,0.0,42.38,0.88,0.33,-0.14,0.0,0.615,,,0.0,M-R relationship,2658.55,112.55,-106.953,1870.0,0.0052,3.11,0.006728,,,,6019.0,321.69,1.15,0.427,1.09,0.195,0.28393,4.35,0.03,,949.59,14.369,12.537,12.942,14.226,13.6973,14.22,298.6634624,43.8940593,1,0
Kepler-1542 c,Kepler-1542,2016,Kepler,Transit,2.89223021,0.0387,0.0,89.89,0.65,0.09,-0.06,0.0,0.208,,,0.0,M-R relationship,786.082,20.801,-20.253,1287.0,0.00443,2.607,0.00637,,,,5564.0,63.25,0.99,0.133,0.94,0.032,0.07026,4.41,0.06,,399.114,12.734,10.989,11.421,12.5876,12.11,12.639,285.7284757,42.6544651,1,0
K2-85 b,K2-85,2016,K2,Transit,0.68453862616,0.013,0.24,80.21,1.4,0.2,-0.2,0.0,3.2,1.3,-1.3,0.0,Mass,800.0,234.0,-234.0,1355.0,0.04,0.8184,0.0155,,,,4232.0,70.0,0.71,0.1,0.7,0.02,-0.81171,4.44,0.14,,97.2179,12.416,9.466,10.229,12.06,11.2967,12.099,59.464829,18.4649505,1,1
Kepler-368 c,Kepler-368,2014,Kepler,Transit,72.379334,0.36,0.0,88.95,3.88,1.08,-1.08,0.0,14.3,,,0.0,M-R relationship,28.681,1.147,-1.098,575.0,0.03664,7.685,0.017382,,,,5502.0,206.0,2.019,0.559,1.165,0.022,0.56235,3.903,0.03,,770.978,12.946,11.175,11.6,12.838,12.3292,12.848,291.880018,45.3878419,1,0
K2-123 b,K2-123,2017,K2,Transit,30.951524,0.1649,0.06,89.79,2.76,0.16,-0.16,0.0,8.05,,,0.0,M-R relationship,2.9,0.5,-0.4,338.0,0.2117,3.7608,0.0427,,,,4035.0,52.0,0.59,0.01,0.62,0.01,-1.14267,4.69,0.03,,161.555,14.781,11.055,11.907,14.0916,13.1214,14.102,134.4441404,21.4532748,1,0
Kepler-770 b,Kepler-770,2016,Kepler,Transit,18.92540274,0.1694,0.0,88.0,2.3,0.32,-0.17,0.0,5.9,,,0.0,M-R relationship,27.736,1.336,-1.267,1171.0,0.06409,3.7409,0.023478,,,,5598.0,127.6,0.92,0.123,0.94,0.053,0.05399,4.49,-0.01,,930.457,14.852,12.923,13.391,14.5966,14.0759,14.604,286.4904589,38.374872,1,0
Kepler-1399 b,Kepler-1399,2016,Kepler,Transit,1.638653058,0.0276,0.0,86.56,1.25,0.22,-0.11,0.0,2.1,,,0.0,M-R relationship,1707.252,196.259,-173.129,1610.0,0.01669,1.948,0.012229,,,,5735.0,112.36,0.96,0.156,0.97,0.056,0.00959,4.47,-0.03,,1385.7,15.572,13.929,14.295,15.5074,15.01,15.49,293.3116962,46.0416516,1,0
Kepler-723 b,Kepler-723,2016,Kepler,Transit,4.082275068,0.0479,0.0,89.51,12.19,1.58,-0.79,0.0,,,,,Msini,251.48,170.17,-61.38,1016.0,1.88151,3.23796,0.124705,,,,5539.0,75.49,0.89,0.115,0.92,0.043,-0.172,4.51,0.0,,1071.8,15.452,13.499,13.949,15.201,14.6979,15.198,284.8304434,44.6580932,1,0
K2-107 b,K2-107,2017,K2,Transit,3.313959,0.0475,0.0,82.36105,15.98,0.55,-0.55,0.0,266.9772,25.4264,-25.4264,0.0,Mass,1291.4267,66.5826,-66.5826,1649.0,0.6658,3.2232,0.081,95.5,1.3,-1.3,6061.0,96.0,1.81,0.06,1.3,0.05,0.46446,4.04,0.14,,685.2,13.012,11.21,11.564,12.7669,12.2834,12.749,284.985355,-22.2934206,1,1
K2-45 b,K2-45,2016,K2,Transit,1.7292684,0.0224,0.1,87.75,6.71,0.0,0.0,0.0,36.4,,,0.0,M-R relationship,100.0,32.0,-32.0,1073.56,2.406,1.689,0.1376,,,,4103.0,90.0,0.445,0.066,0.503,0.078,-0.73994,4.824,,,495.317,15.746,12.756,13.536,15.3442,14.6026,15.319,169.6327547,-1.7740582,1,0
K2-365 b,K2-365,2022,K2,Transit,23.448172,,,89.0039,2.906,0.195,-0.176,0.0,8.78,,,0.0,M-R relationship,,,,,0.0783,5.712,0.0253,,,,5561.0,138.0,1.051,0.065,0.823,0.369,-0.01377,4.313,-0.021,,187.222,11.372,9.623,10.109,11.5285,10.9591,11.526,238.8197061,-21.0269691,1,0
K2-127 b,K2-127,2017,K2,Transit,3.588163,0.0411,0.12,87.22,8.37,0.33,-0.33,0.0,52.9,,,0.0,M-R relationship,105.6,20.7,-17.8,809.0,1.512,2.3208,0.1162,,,,4575.0,74.0,0.66,0.01,0.72,0.01,-0.25445,4.65,-0.11,,709.999,15.041,12.793,13.373,14.7871,14.1986,14.733,207.0782895,-11.5889878,1,0
K2-195 b,K2-195,2018,K2,Transit,15.852975,0.1208,,89.04065,3.13,0.12,-0.12,0.0,9.96,,,0.0,M-R relationship,66.6667,3.4185,-3.4185,720.0,0.1118,4.8408,0.029,,,,5713.0,87.0,0.99,0.02,0.94,0.04,-0.01196,4.42,-0.1,,315.014,12.524,10.876,11.248,12.3238,11.8767,12.33,199.8315191,-8.5095364,1,0
K2-80 c,K2-80,2016,K2,Transit,5.605,0.0596,,87.91636,1.47,0.23,-0.23,0.0,2.76,,,0.0,M-R relationship,166.0,50.0,-50.0,1002.42,0.0301,2.68,0.0154,,,,5441.0,249.0,0.87,0.1,0.9,0.08,-0.43238,4.519,0.07,,200.802,12.694,10.313,10.874,12.377,11.7617,12.388,59.037486,13.5590288,1,0
K2-229 c,K2-229,2018,K2,Transit,8.32727,0.0769,0.0,87.94,2.03,0.12,-0.06,0.0,7.0,4.0,-4.0,0.0,Mass,66.0,8.0,-7.0,750.0,0.05325,2.5,0.0236,,,,5315.0,35.0,0.79,0.01,0.87,0.01,-0.38869,4.59,-0.09,18.1,102.564,10.985,9.05,9.518,10.7861,10.2496,10.955,186.8729195,-6.7218474,1,1
HAT-P-3 b,HAT-P-3,2007,HATNet,Transit,2.8997,0.03866,0.0,87.24,10.53646,0.78463,-0.78463,0.0,206.5895,34.9613,-34.9613,0.0,Mass,176.587,,,1189.0,1.2,2.0808,0.11091,89.1,2.0,-2.0,5185.0,80.0,0.87,0.06,1.06,0.28,-0.36,4.56,0.27,19.9,134.554,11.856,9.448,9.936,11.2795,10.7164,,206.0940142,48.028565,1,1
WASP-32 b,WASP-32,2010,SuperWASP,Transit,2.71866,0.0394,0.0,85.1,10.76064,1.68135,-1.68135,0.0,835.8929,260.6206,-260.6206,0.0,Mass,616.33,,,1388.0,1.1,2.424,0.1091,478.0,11.0,-11.0,6140.0,95.0,0.95,0.15,0.72,0.34,0.19345,4.4,-0.13,11.6,275.994,11.257,10.161,10.503,11.409,11.021,,3.9617073,1.2005122,1,1
WASP-24 b,WASP-24,2010,SuperWASP,Transit,2.34121,0.03651,0.0,83.64,15.46842,1.79344,-1.79344,0.0,394.1092,92.1707,-92.1707,0.0,Mass,934.465,,,1772.0,1.0,2.6832,0.1004,148.2,2.5,-2.5,6075.0,100.0,1.42,0.16,1.43,0.5,0.33131,4.26,0.0,,322.114,11.219,10.148,10.457,11.3945,11.0062,,227.2154975,2.343286,1,1
Kepler-65 c,Kepler-65,2012,Kepler,Transit,5.859944,0.068,0.02,92.33,2.58,0.06,-0.06,0.0,5.4,1.7,-1.7,0.0,Mass,609.992,14.458,-14.121,1246.0,0.0282,3.928,0.016743,1.52403,1.22882,-1.22882,6211.0,66.0,1.41,0.03,1.25,0.06,0.4674,4.232,0.17,,303.728,10.922,9.806,10.066,10.9656,10.593,11.018,288.6887221,41.1511076,1,1
TrES-2 b,TrES-2,2006,TrES,Transit,2.47063,0.03568,0.0,83.57,15.24424,0.89672,-0.89672,0.0,473.5667,69.9226,-69.9226,0.0,Mass,903.864,20.395,-20.041,1466.0,1.6,1.74259,0.125358,181.3,2.6,-2.6,5850.0,50.0,1.12,0.07,1.36,0.3,0.03841,4.43,-0.15,,215.32,11.254,9.846,10.232,11.2819,10.854,11.338,286.8085258,49.3164211,1,1
Kepler-939 b,Kepler-939,2016,Kepler,Transit,14.878296,0.1153,0.0,85.91,1.75,0.31,-0.2,0.0,3.71,,,0.0,M-R relationship,54.19,47.65,-15.35,692.0,0.03228,7.504,0.018798,,,,5471.0,149.7,0.85,0.09,0.88,0.057,0.39065,4.54,-0.12,,2093.62,15.653,13.762,14.28,15.5197,15.0048,15.534,293.8656181,47.0268148,1,0
Kepler-1028 b,Kepler-1028,2016,Kepler,Transit,2.51462432,0.0354,0.0,88.78,1.33,0.15,-0.11,0.0,2.33,,,0.0,M-R relationship,519.636,15.666,-15.119,1217.0,0.02284,1.6093,0.014313,,,,5522.0,102.65,0.87,0.095,0.9,0.048,-0.24485,4.52,-0.09,,607.916,14.611,12.63,13.124,14.3098,13.8156,14.325,289.5931004,49.7812447,1,0
HAT-P-67 b,HAT-P-67,2017,HATNet,Transit,4.8101069,0.06505,0.0,88.8,23.9872187,0.28022452,-0.28022452,0.0,143.02278315,47.67426105,-47.67426105,0.0,Mass,2029.17,,,1903.0,0.6965,6.9888,0.082,38.0,12.0,-13.0,6640.0,140.0,2.62,0.03,1.73,0.1,1.07773,3.84,0.14,5.4,371.686,10.106,8.9,9.145001,9.97496,9.63331,,256.6107279,44.7768849,1,1
Kepler-1101 b,Kepler-1101,2016,Kepler,Transit,81.3151059,0.3483,0.0,89.99,2.47,0.37,-0.21,0.0,6.66,,,0.0,M-R relationship,3.577,0.177,-0.168,393.0,0.07817,5.762,0.025338,,,,5614.0,130.34,0.91,0.13,0.94,0.059,-0.35135,4.5,-0.04,,742.473,15.156,13.314,13.793,15.0958,14.5657,15.111,294.5693544,45.6711623,1,0
Kepler-1388 b,Kepler-1388,2016,Kepler,Transit,12.2854603,0.0882,0.0,89.46,2.59,0.13,-0.14,0.0,7.22,,,0.0,M-R relationship,17.674,0.913,-0.87,434.0,0.16171,3.037,0.039013,,,,4098.0,48.16,0.61,0.02,0.63,0.021,-1.1068,4.67,0.02,,453.795,16.43,13.343,14.222,16.2941,15.3574,16.279,283.3360156,47.1744499,1,0
Kepler-768 b,Kepler-768,2016,Kepler,Transit,11.3910025,0.092,0.0,88.44,1.79,0.2,-0.13,0.0,3.86,,,0.0,M-R relationship,40.589,2.656,-2.494,618.0,0.04486,2.297,0.020947,,,,5108.0,177.47,0.78,0.054,0.82,0.046,-0.46575,4.58,-0.03,,784.56,15.969,13.514,14.121,15.7232,15.0852,15.681,294.1156858,38.3934378,1,0
Kepler-796 b,Kepler-796,2016,Kepler,Transit,6.40087618,0.07317,0.0,85.17,1.3,0.36,-0.22,0.0,2.24,,,0.0,M-R relationship,962.264,35.271,-33.855,1109.0,0.01408,2.5038,0.010628,,,,5475.0,79.05,1.09,0.302,0.93,0.04,0.57234,4.33,0.09,,817.584,13.175,11.074,11.606,12.9866,12.4083,12.988,287.3078999,39.1447097,1,0
Kepler-110 b,Kepler-110,2014,Kepler,Transit,12.691112,0.107,0.0,89.98,1.83,0.36,-0.36,0.0,4.01,,,0.0,M-R relationship,153.881,5.098,-4.922,1008.0,0.02521,3.755,0.014711,,,,5960.0,153.0,1.149,0.228,0.989,0.029,0.27598,4.327,-0.1498,,586.531,13.003,11.623,11.919,12.902,12.5047,12.935,292.9291693,48.6028303,1,0
Kepler-1042 b,Kepler-1042,2016,Kepler,Transit,10.13202575,0.0756,0.0,89.93,2.19,0.11,-0.16,0.0,5.43,,,0.0,M-R relationship,25.66,7.91,-6.31,574.0,0.09116,3.1376,0.028226,,,,4815.0,86.89,0.72,0.03,0.75,0.041,-0.6,4.61,-0.1,,659.0,16.004,13.368,14.022,15.6716,15.0147,15.629,288.6689428,39.8239935,1,0
Kepler-334 c,Kepler-334,2014,Kepler,Transit,12.758005,0.107,0.0,89.97,1.43,0.26,-0.26,0.0,2.63,,,0.0,M-R relationship,97.21,2.348,-2.296,822.0,0.01914,4.088,0.012595,,,,5828.0,100.0,1.068,0.194,1.022,0.0235,0.05556,4.385,-0.012,,426.59,12.834,11.409,11.71,12.73,12.3108,12.776,287.1406177,47.1151153,1,0
Kepler-937 b,Kepler-937,2016,Kepler,Transit,67.668827,0.3214,0.0,89.61,3.72,1.29,-0.48,0.0,13.4,,,0.0,M-R relationship,20.627,1.899,-1.707,495.0,0.09611,9.623,0.02775,,,,6095.0,81.71,1.22,0.422,1.15,0.123,0.28097,4.32,0.08,,1571.46,15.405,13.681,14.025,15.1944,14.7048,15.224,294.1688142,46.7146161,1,0
Kepler-1117 b,Kepler-1117,2016,Kepler,Transit,4.79028459,0.05485,0.0,87.83,1.11,0.17,-0.08,0.0,1.41,,,0.0,M-R relationship,194.976,6.278,-6.085,938.0,0.0142,2.7287,0.011152,,,,5612.0,82.98,0.93,0.134,0.95,0.044,-0.22396,4.49,0.03,,568.487,14.15,12.463,12.867,14.1237,13.6112,14.102,292.0847866,49.2374206,1,0
Kepler-1789 b,Kepler-1789,2021,Kepler,Transit,80.23190308,0.3543,0.0,89.19,2.83137505,,,0.0,8.4,,,0.0,M-R relationship,4.91,1.59,-0.81,380.0,0.08887,4.656,0.0374,,,,5436.0,81.0,0.888,0.104,0.92,0.046,-0.23129,4.505,0.12,,611.461,14.449,12.735,13.14,14.3155,13.8148,14.32,282.8631419,41.7966332,1,0
Kepler-1831 b,Kepler-1831,2021,Kepler,Transit,5.78387022,0.0655,0.0,89.59,1.97019818,,,0.0,4.54,,,0.0,M-R relationship,288.69,258.79,-86.48,1051.0,0.04133,1.3966,0.018724,,,,6063.0,181.0,1.012,0.302,1.117,0.13,-0.0455,4.476,0.07,,1053.49,15.158,13.538,13.901,15.0112,14.5551,15.049,295.3024604,49.5890456,1,0
Kepler-1245 b,Kepler-1245,2016,Kepler,Transit,4.35409304,0.0484,0.0,85.65,1.44,0.12,-0.1,0.0,2.67,,,0.0,M-R relationship,194.344,9.965,-9.428,1043.0,0.02771,2.313,0.015706,,,,5306.0,77.49,0.83,0.061,0.86,0.041,-0.41093,4.55,-0.01,,805.936,15.582,13.519,14.001,15.3721,14.818,15.404,290.7443078,43.260753,1,0
Kepler-114 b,Kepler-114,2014,Kepler,Transit,5.188549,0.053,0.0,89.39,1.26,0.13,-0.13,0.0,1.09,0.49,-0.31,0.0,Mass,92.535,2.103,-2.066,586.0,0.03536,2.435,0.016875,,,,4605.0,100.0,0.667,0.035,0.77,0.02,-0.6853,4.65,0.2291,,259.533,13.961,11.366,12.035,13.7125,13.0237,13.738,294.121482,48.3497977,1,0
Kepler-1105 b,Kepler-1105,2016,Kepler,Transit,4.421572182,0.0471,0.0,84.34,2.01,0.06,-0.25,0.0,4.7,,,0.0,M-R relationship,47.18,1.098,-1.068,729.0,0.07168,2.0749,0.026805,,,,4299.0,41.81,0.68,0.014,0.71,0.022,-0.94508,4.62,0.28,,318.004,15.315,12.371,13.147,15.1422,14.3245,15.18,281.1117588,42.4549698,1,0
Kepler-187 b,Kepler-187,2014,Kepler,Transit,4.938864,0.059,0.0,84.67,1.41,0.28,-0.28,0.0,2.57,,,0.0,M-R relationship,902.239,58.017,-53.965,1244.0,0.01235,4.279,0.010501,,,,6105.0,129.0,1.287,0.247,1.081,0.063,0.49267,4.274,-0.04,,1143.0,14.297,12.566,12.956,14.1753,13.6749,14.173,299.7964955,44.0892448,1,0
Kepler-1379 b,Kepler-1379,2016,Kepler,Transit,0.881841146,0.0171,0.0,84.47,1.3,0.12,-0.09,0.0,2.24,,,0.0,M-R relationship,1600.049,174.285,-153.691,1564.0,0.02499,1.3051,0.01505,,,,5188.0,78.92,0.79,0.052,0.83,0.045,-0.40329,4.57,-0.04,,971.325,16.107,13.8,14.406,15.8526,15.2626,15.919,293.6704404,41.4102105,1,0
Kepler-304 c,Kepler-304,2014,Kepler,Transit,5.315946,0.054,0.0,88.47,2.17,0.15,-0.15,0.0,5.35,,,0.0,M-R relationship,73.598,2.887,-2.787,746.0,0.10497,1.114,0.028789,,,,4731.0,100.0,0.687,0.037,0.737,0.005,-0.6616,4.635,0.03,,434.684,15.065,12.626,13.243,14.8308,14.1673,14.84,294.4418031,40.5575408,1,0
Kepler-1291 b,Kepler-1291,2016,Kepler,Transit,8.63043276,0.0779,0.0,88.03,1.66,0.1,-0.18,0.0,3.39,,,0.0,M-R relationship,62.823,5.033,-4.618,739.0,0.03258,3.131,0.018762,,,,5216.0,81.36,0.8,0.048,0.84,0.043,-0.46748,4.56,-0.04,,897.352,16.261,13.893,14.412,15.8826,15.2879,15.868,289.3770051,40.0010791,1,0
Kepler-304 e,Kepler-304,2016,Kepler,Transit,1.499146953,0.02317,0.0,87.54,1.2,0.06,-0.03,0.0,1.87,,,0.0,M-R relationship,397.254,15.582,-15.045,1137.0,0.0276,1.4421,0.014669,,,,4817.0,68.1,0.73,0.013,0.8,0.02,-0.6616,4.61,0.05,,434.684,15.065,12.626,13.243,14.8308,14.1673,14.84,294.4418031,40.5575408,1,0
Kepler-461 b,Kepler-461,2016,Kepler,Transit,8.313783059,0.07895,0.0,89.99,2.58,0.07,-0.06,0.0,7.18,,,0.0,M-R relationship,254.906,6.647,-6.463,886.0,0.08103,2.9927,0.025915,,,,5634.0,43.2,0.91,0.021,0.98,0.023,0.24622,4.51,0.04,,692.158,13.457,11.917,12.253,13.3335,12.8947,13.704,292.2490563,46.1647909,1,0
Kepler-1894 b,Kepler-1894,2021,Kepler,Transit,2.762660027,0.0385,0.0,87.48,1.20117759,,,0.0,1.87,,,0.0,M-R relationship,544.05,487.13,-149.92,1231.0,0.0185,1.893,0.012679,,,,5772.0,156.0,0.901,0.275,0.999,0.114,-0.26976,4.528,0.0,,935.191,15.452,13.648,14.078,15.3627,14.8513,15.4,295.5864604,49.6668523,1,0
Kepler-576 b,Kepler-576,2016,Kepler,Transit,29.91136794,0.179,0.0,89.93,3.27,0.84,-0.39,0.0,10.7,,,0.0,M-R relationship,16.817,0.757,-0.723,541.0,0.0942,6.836,0.030525,,,,5672.0,95.54,0.97,0.245,0.99,0.052,-0.21068,4.46,0.09,,617.55,14.627,12.646,13.079,14.382,13.8305,14.424,295.1828896,38.6542028,1,0
Kepler-1893 b,Kepler-1893,2021,Kepler,Transit,4.179369926,0.0504,0.0,88.44,1.70557445,,,0.0,3.55,,,0.0,M-R relationship,478.98,194.07,-154.33,1194.0,0.01728,2.647,0.012013,,,,5633.0,76.0,1.162,0.179,0.973,0.068,0.15984,4.296,0.16,,1050.72,15.152,13.104,13.586,14.8964,14.3347,14.927,298.4012866,44.8381709,1,0
Kepler-1601 b,Kepler-1601,2016,Kepler,Transit,2.20921951,0.03281,0.0,89.11,0.82,0.24,-0.11,0.0,0.477,,,0.0,M-R relationship,999.752,28.759,-27.764,1507.0,0.00598,2.73,0.007391,,,,5869.0,90.84,1.07,0.308,1.04,0.065,0.08501,4.4,0.05,,644.456,13.842,12.216,12.602,13.6782,13.2278,13.764,285.5129496,38.079839,1,0
Kepler-1922 b,Kepler-1922,2021,Kepler,Transit,13.22259998,0.1077,0.0,83.99,2.29064904,,,0.0,5.86,,,0.0,M-R relationship,71.11,56.08,-18.89,740.0,0.02617,4.337,0.015643,,,,5931.0,161.0,0.863,0.231,0.953,0.109,0.15221,4.545,-0.28,,1344.29,15.388,13.6,14.038,15.1917,14.7111,15.208,292.3303706,37.9970696,1,0
HD 80653 b,HD 80653,2020,K2,Transit,0.71957926,0.01657,0.0,81.7,1.621,0.054,-0.057,0.0,5.61,0.38,-0.37,0.0,Mass,6130.0,310.0,-310.0,2438.0,0.01596404,1.725,0.01242,3.66,0.2,-0.2,5959.0,61.0,1.199,0.033,1.15,0.063,0.21165,4.342,0.255,19.8,109.86,9.452,8.018,8.315,9.30733,8.89098,9.438,140.3390845,14.3678691,1,1
Kepler-1542 d,Kepler-1542,2016,Kepler,Transit,5.99273738,0.0629,0.0,88.08,0.87,0.12,-0.09,0.0,0.59,,,0.0,M-R relationship,297.806,7.881,-7.673,1010.0,0.00698,2.5486,0.007947,,,,5564.0,63.25,0.99,0.133,0.94,0.032,0.07026,4.41,0.06,,399.114,12.734,10.989,11.421,12.5876,12.11,12.639,285.7284757,42.6544651,1,0
Kepler-666 b,Kepler-666,2016,Kepler,Transit,4.49876092,0.0542,0.0,88.0,2.4,0.58,-0.28,0.0,6.35,,,0.0,M-R relationship,575.644,51.441,-46.354,1133.0,0.046,3.8308,0.020882,,,,5887.0,164.92,1.05,0.249,1.03,0.089,0.18164,4.41,0.01,,1508.71,15.422,13.807,14.199,15.3405,14.8573,15.395,298.4568899,48.7915925,1,0
Kepler-211 c,Kepler-211,2014,Kepler,Transit,6.04045,0.062,0.0,88.58,1.29,0.09,-0.09,0.0,18.3,22.4,-17.0,0.0,Mass,95.436,2.146,-2.103,841.0,0.02732,2.053,0.014845,,,,5123.0,100.0,0.816,0.054,0.867,0.009,-0.4133,4.547,0.151,,309.353,13.448,11.447,11.927,13.2732,12.7099,13.283,285.4391183,43.1685051,1,0
Kepler-203 c,Kepler-203,2014,Kepler,Transit,5.370647,0.061,0.0,87.46,2.47,0.47,-0.47,0.0,749.9,419.1,-344.7,0.0,Mass,329.788,12.287,-11.812,1096.0,0.05194,2.014,0.02087,,,,5821.0,100.0,1.114,0.213,1.06,0.022,0.0937,4.358,0.08,,703.302,14.14,12.445,12.859,13.9421,13.4773,13.989,297.089959,41.3880686,1,0
GJ 674 b,GJ 674,2007,La Silla Observatory,Radial Velocity,4.6938,0.039,0.2,,3.33,,,0.0,11.09,,,0.0,Msini,10.5165,,,530.8,,,,8.7,0.19,-0.19,3600.0,100.0,0.36463,0.0108,0.35,,-1.796,4.85978,-0.28,,4.54896,9.38,4.855,5.711,8.33063,7.15787,,262.1700476,-46.8989826,0,1
OGLE-TR-182 b,OGLE-TR-182,2007,OGLE,Transit,3.9791,0.051,0.0,85.7,12.666,2.69,-0.897,0.0,320.995,47.672,-47.672,0.0,Mass,669.0373,,,1550.0,1.04,,,120.0,17.0,-17.0,5924.0,64.0,1.14,0.23,1.14,0.05,0.24059,4.47,0.37,,2501.75,16.9195,14.737,15.453,16.6783,16.0985,,167.3279228,-61.0952624,1,1
HD 69830 c,HD 69830,2006,La Silla Observatory,Radial Velocity,31.56,0.186,0.13,,3.46,,,0.0,11.8,,,0.0,Msini,17.417,,,567.04,,,,2.66,0.16,-0.16,5385.0,20.0,0.886947,0.019437,0.86,0.03,-0.22,4.490299,-0.05,,12.5591,5.96004,4.165,4.953,5.75392,5.2656,,124.6010091,-12.6364246,0,1
GJ 3021 b,GJ 3021,2000,La Silla Observatory,Radial Velocity,133.71,0.49,0.511,,13.1,,,0.0,1071.04,28.6,-28.6,0.0,Msini,2.7517,,,350.0,,,,167.0,4.0,-4.0,5540.0,75.0,0.9,,0.9,,-0.18,4.7,0.1,,17.5559,6.59,4.859,5.366,6.39729,5.9121,,4.0634323,-79.8514218,0,1
HD 221287 b,HD 221287,2007,La Silla Observatory,Radial Velocity,456.1,1.25,0.08,,13.1,,,0.0,982.05,251.08,-251.08,0.0,Msini,1.0624,,,290.13,,,,71.0,18.0,-8.0,6304.0,45.0,1.13864,0.039231,1.25,0.1,0.22011,4.43,-0.03,,55.9231,7.82,6.569,6.843,7.68153,7.3264,,352.836223,-58.209754,0,1
HD 47536 b,HD 47536,2002,La Silla Observatory,Radial Velocity,712.13,1.93,0.2,,12.6,,,0.0,2330.0,750.0,-750.0,0.0,Msini,47.5699,15.787,-15.787,736.52,,,,113.0,11.0,-11.0,4380.0,,23.47,1.97,2.1,0.95,2.24845,2.13,-0.65,,122.536,5.25,2.383,3.179,4.88004,4.1888,,99.448958,-32.3394531,0,1
HD 107148 b,HD 107148,2005,W. M. Keck Observatory,Radial Velocity,48.056,0.269,0.05,,9.6,,,0.0,66.741,11.441,-11.441,0.0,Msini,18.2517,2.172,-2.172,582.78,,,,10.9,2.0,-2.0,5797.0,,1.169193,0.026697,1.12,,0.12081,4.446,0.314,,49.4156,8.01,6.474,6.858,7.85111,7.4142,8.427,184.8059773,-3.3199927,0,1
